short_name,long_name,player_positions,overall,potential,age,height_cm,weight_kg,club_team_id,club_position,club_jersey_number,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
Kim Do Hyung,김도형 金道亨,RM,62,62,27,180,70,2055,RM,22,167,Korea Republic,,,,Right,3,2,1,High/Low,Normal (170-185),No,79,59,49,64,20,56,58,63,47,52,45,63,39,33,43,64,81,78,71,55,68,58,71,65,61,54,30,11,63,47,59,42,26,12,14
M. Marić,Marko Marić,GK,62,69,22,191,89,299,GK,1,10,Croatia,,,,Left,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,17,13,15,23,16,19,17,17,20,15,44,41,31,47,53,21,59,18,68,19,24,19,7,40,16,43,19,13,19
R. Healey,Rhys James Evitt-Healey,ST,62,69,23,175,72,1961,RES,37,14,England,,,,Right,2,2,1,High/Medium,Lean (170-185),No,71,63,45,59,21,50,38,66,55,49,54,56,57,39,38,59,76,67,75,53,72,63,62,53,56,60,29,15,65,49,62,50,20,17,18
J. Clisby,Jack Clisby,"LB, CB",62,64,26,180,72,111396,LB,3,195,Australia,,,,Left,2,2,1,High/Medium,Lean (170-185),No,67,46,56,55,61,76,52,45,54,64,27,53,31,50,56,51,64,70,69,62,67,55,64,70,75,41,90,65,53,56,51,53,60,62,58
A. Jagiełło,Aleksander Jagiełło,"LM, RM",62,68,23,170,62,111086,SUB,7,37,Poland,,,,Left,3,3,1,Medium/Medium,Lean (170-),No,76,57,58,66,37,38,62,61,33,59,45,63,60,52,57,61,79,73,90,52,93,60,86,38,35,46,32,40,63,55,56,65,33,40,33
C. Pain,Connor Pain,LM,62,68,24,175,68,111396,LM,11,195,Australia,,,,Left,3,2,1,High/Medium,Normal (170-185),No,90,59,50,64,34,51,61,60,42,50,45,61,55,41,40,59,91,90,90,50,76,62,75,75,41,60,40,32,58,46,58,53,40,30,25
P. Retre,Paulo Retre,"RB, CDM",62,64,25,178,75,111400,SUB,8,195,Australia,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,65,47,54,63,60,63,42,49,45,62,40,61,37,37,55,62,62,67,72,58,68,48,59,78,66,41,38,66,52,59,59,63,62,60,58
A. Startsev,Andrej Startsev,RB,62,65,24,175,72,162,RB,3,165,Kazakhstan,,,,Right,3,2,1,High/Medium,Normal (170-185),No,83,40,50,60,56,68,58,39,38,51,39,56,45,33,49,56,80,85,81,52,82,47,81,81,61,35,68,54,48,48,39,56,57,61,59
Lucas,Lucas Alves de Araújo,CB,62,66,25,193,89,897,SUB,5,54,Brazil,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,50,26,37,34,62,69,22,21,65,54,30,23,31,23,32,50,48,52,39,44,34,38,73,65,79,22,48,60,25,29,35,56,60,65,61
A. Taylor-Sinclair,Aaron Taylor-Sinclair,"LB, LWB",62,63,27,187,82,83,SUB,3,42,Scotland,,,,Left,3,2,1,High/Medium,Lean (185+),No,76,35,52,61,58,70,55,26,54,52,25,60,57,58,47,55,73,78,77,62,67,59,74,78,68,30,65,58,49,50,40,61,56,60,57
J. Houghton,Jordan Alexander Houghton,"CDM, CM",62,69,22,183,79,1798,CM,24,14,England,,,,Right,3,2,1,Medium/High,Lean (170-185),Yes,66,49,59,56,57,68,44,49,53,68,49,54,61,59,67,64,71,62,45,50,61,50,77,75,64,49,65,55,50,51,39,63,58,59,51
A. Kiwomya,Andrew Alexander Kiwomya,"RM, ST, RW, LW",62,74,22,179,67,142,SUB,23,14,England,,,,Right,3,2,1,High/Medium,Lean (170-185),No,94,55,50,64,20,54,54,59,50,50,38,66,55,36,44,60,93,94,71,55,69,51,67,63,59,53,29,19,53,53,55,45,12,20,15
D. Love,Donald Love,RB,62,70,23,178,72,106,SUB,18,42,Scotland,,,,Right,3,2,1,High/High,Lean (170-185),Yes,72,31,51,58,60,62,58,25,44,58,30,57,27,32,51,55,70,73,62,59,67,38,64,59,65,29,60,62,49,40,39,49,61,61,63
J. Weir,James Michael Weir,"CM, CAM, LM",62,70,22,177,71,1952,SUB,24,14,England,,,,Right,2,3,1,Medium/Medium,Lean (170-185),Yes,70,46,61,67,53,57,58,44,48,69,43,65,50,43,64,69,74,66,74,52,75,53,56,63,58,45,49,52,52,57,46,59,56,53,49
J. Rothwell,Joe Rothwell,"CM, LM, RM",62,71,23,185,77,3,SUB,8,14,England,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,68,55,61,64,53,59,57,54,55,66,48,63,48,52,64,65,66,70,69,56,66,59,64,62,61,58,50,47,54,59,50,60,55,55,50
M. Willock,Matthew Anthony Willock,"CM, CAM",62,72,21,185,72,100805,RCM,22,14,England,,,,Right,3,2,1,Medium/Medium,Normal (185+),Yes,70,56,59,66,48,65,46,57,35,68,46,66,46,34,62,66,69,70,69,53,77,58,65,70,65,55,57,44,58,63,52,49,58,46,45
L. Nolan,Liam Joseph Nolan,"CM, CDM",62,66,23,174,69,110313,SUB,6,35,Northern Ireland,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,60,41,56,61,60,66,49,33,54,63,34,59,32,26,62,62,62,58,65,64,61,51,74,74,64,54,61,61,54,59,21,62,60,62,60
F. Sepúlveda,Francisco Javier Sepulveda Riveros,RB,62,65,26,180,70,112533,SUB,13,55,Chile,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,71,30,53,57,60,59,64,22,56,62,25,54,25,26,62,62,70,71,63,48,53,47,71,57,62,29,53,58,43,34,32,55,57,64,65
O. Ómarsson,Orri Sigurður Ómarsson,CB,62,70,23,187,78,112199,SUB,5,24,Iceland,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,65,38,50,54,60,67,35,31,56,61,40,49,36,32,56,54,65,65,69,55,66,52,67,63,72,34,60,59,47,50,43,52,59,63,57
B. Utvik,Bjørn Inge Utvik,CB,62,70,22,183,75,112199,SUB,4,36,Norway,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,50,37,46,48,61,68,46,33,60,51,34,42,39,36,48,54,53,47,53,59,55,43,70,71,68,37,62,57,36,38,43,68,61,63,60
A. Al Nazera,Ahmed Al Nazera,"CAM, RM, LM",62,66,25,170,69,112390,SUB,7,183,Saudi Arabia,,,,Right,3,3,1,Medium/Low,Normal (170-),No,63,58,62,63,27,67,63,54,51,65,63,63,50,53,61,61,60,66,63,60,77,64,61,73,64,61,66,26,57,63,63,60,29,21,19
Ó. Rodas,Óscar Eduardo Rodas Vargas,ST,62,62,31,175,75,112019,SUB,18,56,Colombia,,,,Right,3,2,1,Medium/Low,Normal (170-185),No,74,61,42,63,22,60,22,62,47,52,49,61,33,29,43,60,72,75,74,60,73,68,70,63,61,56,50,16,64,50,52,56,22,17,19
D. Rosende,Diego Rosende Lagos,CM,62,62,32,172,69,111328,RCM,7,55,Chile,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,42,47,59,58,63,61,52,38,53,67,38,51,44,38,70,67,55,32,64,57,69,57,69,53,60,61,69,68,48,55,47,58,66,64,52
K. Piedrahita,Kevin Wilson Piedrahita Velasco,GK,62,66,27,185,80,112523,SUB,33,95,United States,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,15,11,16,26,18,8,14,16,18,25,42,46,38,52,44,25,56,30,53,15,18,22,15,33,24,36,30,17,17
B. Nordström,Billy Brandon Nordström,"LWB, LM",62,71,22,179,73,319,SUB,3,46,Sweden,,,,Left,2,2,1,Medium/Medium,Lean (170-185),No,71,39,62,58,55,62,63,21,45,63,43,54,65,60,62,60,69,73,71,52,65,67,77,72,60,52,49,55,35,58,45,52,53,57,62
H. Gjesdal,Henrik Solheim Gjesdal,"CB, LB",62,68,24,192,87,113459,SUB,25,36,Norway,,,,Left,2,2,1,Low/Medium,Lean (185+),No,48,29,42,49,60,68,28,26,63,54,32,49,30,31,46,52,50,46,45,53,42,34,74,52,80,24,55,58,38,36,34,53,59,62,59
C. Ponce,Camilo Leonardo Ponce Rojas,ST,62,62,26,179,77,112584,SUB,21,55,Chile,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,68,62,41,59,19,63,30,64,70,51,52,58,44,26,33,59,68,68,63,52,65,64,65,70,71,59,35,17,51,44,60,43,15,11,11
P. Magnín,Pablo Daniel Magnín,ST,62,62,28,178,75,111713,SUB,11,52,Argentina,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,58,66,52,65,23,50,37,67,56,61,64,72,52,41,45,58,62,54,57,57,69,70,58,39,63,62,30,18,52,60,70,48,23,14,23
J. Rebolledo,Jonathan Eduardo Rebolledo Ardiles,"RM, RB",62,63,26,170,68,112531,SUB,7,55,Chile,,,,Left,3,2,1,High/Medium,Lean (170-),No,76,46,62,56,51,62,61,38,46,65,44,49,47,58,62,61,75,76,78,51,64,46,58,75,58,61,58,50,70,62,43,54,58,42,61
M. Cubillos,Misael Omar Cubillos Ramos,"RW, ST",62,69,22,175,67,112531,SUB,18,55,Chile,,,,Right,3,2,1,Medium/Low,Lean (170-185),No,72,56,59,62,21,58,63,58,54,63,49,62,62,51,53,59,70,73,66,60,68,60,77,60,65,50,33,16,68,52,49,55,20,18,13
A. Mehring,Andrés Ulises Mehring,GK,62,70,24,190,82,111706,SUB,12,52,Argentina,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,19,12,13,28,18,21,12,16,26,26,43,47,35,53,46,22,56,44,69,20,21,24,13,32,24,35,23,20,15
R. Muirhead,Robbie Muirhead,"ST, LM, CAM",62,73,22,189,75,1798,SUB,16,42,Scotland,,,,Left,3,2,1,Medium/High,Normal (185+),No,58,64,52,62,35,66,53,62,63,54,40,63,48,46,46,59,56,60,64,53,69,75,79,60,77,67,43,18,55,52,57,50,49,24,31
K. Koussou,Kodjovi Albano Koussou,"RM, RB",62,63,26,169,64,33,RES,31,21,Germany,,,,Right,4,3,1,High/Medium,Lean (170-),No,80,51,52,69,41,51,51,52,36,60,55,68,49,45,50,62,81,79,91,62,90,48,63,62,46,52,49,38,55,42,41,64,36,45,55
E. Bajrami,Eldis Bajrami,"RM, LM",62,65,25,172,62,112075,SUB,27,19,North Macedonia,,,,Left,4,3,1,Medium/Low,Normal (170-185),No,69,58,55,66,35,53,61,57,38,54,58,64,64,62,38,65,72,67,78,57,84,63,68,74,45,54,43,39,55,58,56,52,30,38,34
G. Rea,Glen Rea,"CB, CDM",62,70,23,184,73,1923,CDM,16,25,Republic of Ireland,,,,Right,3,2,1,Medium/High,Normal (170-185),No,60,32,48,46,59,70,37,29,62,59,28,40,32,31,56,54,55,64,47,50,47,40,73,69,74,33,60,62,31,43,28,49,51,64,60
Quinti,Xavier Quintillá Guasch,"LB, CB, CDM",62,69,21,183,73,483,RES,33,45,Spain,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,69,33,58,50,61,57,56,30,56,63,33,43,45,36,68,54,68,69,61,56,62,33,63,58,56,32,55,65,49,53,48,51,60,62,59
D. Kudła,Dawid Kudła,GK,62,66,26,189,84,111089,GK,1,37,Poland,,,,Right,2,1,1,Medium/Medium,Stocky (185+),No,,,,,,,14,18,16,26,12,14,15,15,20,20,43,48,59,60,57,21,69,43,80,20,21,25,14,51,19,60,20,15,19
M. Piątkowski,Mateusz Piątkowski,ST,62,62,33,186,75,112505,ST,77,37,Poland,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,60,62,46,63,26,64,37,67,67,53,55,64,44,33,40,61,57,63,63,57,66,60,61,65,78,59,30,16,45,50,66,56,35,12,16
A. Kenyon,Alexander George Kenyon,"CDM, CM, CB",62,64,25,182,76,357,LDM,4,14,England,,,,Left,2,2,1,Medium/High,Stocky (170-185),No,64,46,55,60,57,75,52,44,56,62,36,57,47,37,62,61,67,61,67,53,72,54,77,81,76,45,62,57,44,47,46,53,53,62,57
D. Williams,Danny Williams,LM,62,62,30,185,77,110313,SUB,12,14,England,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,68,56,61,64,47,57,62,54,49,63,53,64,56,38,62,65,69,68,63,50,73,66,39,71,61,57,36,43,45,61,51,51,55,43,45
J. Hernández,José Luis Hernández Martínez,RM,62,65,23,170,65,101121,SUB,21,83,Mexico,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,67,58,59,63,33,61,63,54,48,62,50,65,55,48,58,64,68,66,59,52,62,66,53,62,66,60,50,19,53,55,60,56,38,33,32
A. Bray,Alexander George Bray,RM,62,68,22,178,66,1797,RES,27,14,England,,,,Right,3,3,1,High/Medium,Lean (170-185),No,76,56,53,64,28,57,61,59,26,57,35,64,37,41,46,59,77,75,79,48,75,62,51,78,56,48,35,31,64,50,50,49,27,28,30
G. Zabret,Gregor Zabret,GK,62,72,22,187,80,1960,RES,39,44,Slovenia,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,13,11,12,23,15,11,11,11,29,18,48,42,35,53,52,22,57,33,59,17,31,13,11,11,22,38,8,10,13
C. Duffus,Courtney Duffus,ST,62,72,22,188,76,753,RS,9,25,Republic of Ireland,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,69,62,52,61,27,65,36,63,50,60,55,62,58,38,48,61,73,65,59,63,61,67,50,64,73,60,50,22,55,60,57,54,28,24,24
Ó. Karlsson,Óttar Magnús Karlsson,ST,62,70,21,190,84,703,SUB,22,24,Iceland,,,,Left,3,2,1,Medium/Medium,Normal (185+),No,71,55,46,59,26,62,30,58,63,57,33,58,46,30,35,62,71,71,59,57,54,67,51,57,76,40,38,18,57,53,62,53,29,20,17
S. Nattestad,Sonni Ragnar Nattestad,CB,62,70,23,197,95,417,SUB,15,16,Faroe Islands,,,,Left,3,2,1,Medium/Medium,Lean (185+),No,59,37,39,40,60,70,25,35,63,54,38,33,33,26,43,49,56,62,49,53,33,51,69,65,85,30,41,60,24,30,34,54,59,60,62
Lolo,Emmanuel González Rodríguez,"CDM, CM, CB",62,63,26,186,83,110827,RES,37,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,54,47,52,48,61,76,40,35,67,62,26,43,32,33,56,57,55,54,51,50,45,60,68,75,78,58,74,61,56,55,70,45,58,63,54
J. Laurent,Josh Laurent,CM,62,67,23,188,70,127,CDM,28,14,England,,,,Right,3,2,1,High/High,Lean (185+),No,75,56,61,63,55,68,57,58,61,66,49,61,54,40,61,66,76,74,69,49,64,60,63,68,74,54,55,51,54,62,46,62,52,59,55
N. Espinoza,Nelson Francisco Espinoza Díaz,GK,62,73,22,190,84,112668,SUB,12,55,Chile,,,,Right,2,1,1,Medium/Medium,Normal (185+),No,,,,,,,19,17,15,23,12,12,14,16,18,19,49,47,34,60,66,25,59,29,54,15,20,24,12,52,22,51,14,16,18
G. Diaz,Guillermo Díaz Ayala,LB,62,66,24,169,65,112709,RES,17,55,Chile,,,,Left,3,2,1,High/Medium,Lean (170-),No,78,43,52,59,60,66,55,44,45,56,36,57,48,32,53,59,73,82,71,48,70,50,71,69,67,32,60,62,60,49,47,59,61,61,62
D. Ochieng,David Ochieng,CB,62,65,25,189,89,111705,SUB,3,120,Kenya,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,71,38,44,50,59,75,37,33,61,53,22,48,33,31,56,51,73,69,50,56,52,52,69,72,84,41,58,58,28,32,32,52,59,60,58
F. Piasecki,Fabian Piasecki,"LM, LW",62,67,23,186,77,112505,SUB,9,37,Poland,,,,Right,3,3,1,Medium/Medium,Normal (185+),No,74,61,56,60,35,68,57,65,58,61,49,59,51,31,58,63,74,74,61,53,62,55,68,65,78,59,49,37,62,52,62,53,36,29,27
R. Augustyniak,Rafał Augustyniak,"CB, CDM",62,66,24,185,82,112505,CDM,6,37,Poland,,,,Right,3,2,1,Medium/High,Normal (185+),No,63,35,50,56,63,69,39,32,44,62,28,57,35,55,57,53,64,63,62,56,54,42,59,75,74,33,51,63,42,36,43,46,65,65,66
M. Jelavić,Mario Jelavić,"ST, LW",62,66,24,189,80,111560,RES,89,10,Croatia,,,,Right,4,2,1,Medium/Medium,Normal (185+),No,62,60,56,59,21,61,53,61,62,61,36,57,43,32,59,62,58,65,60,57,56,63,59,52,73,61,42,14,61,57,53,55,18,18,13
O. Bernal,Óscar Antonio Bernal López,RB,62,72,22,174,76,112523,RB,14,83,Mexico,,,,Right,3,2,1,Low/High,Normal (170-185),No,67,28,49,59,60,68,51,20,50,56,33,56,39,20,54,60,69,65,60,60,70,40,76,69,68,25,67,62,40,40,50,56,57,63,61
J. Verdugo,Joaquín Jaime Verdugo Salazar,"CAM, CM",62,72,21,175,70,111327,SUB,18,55,Chile,,,,Right,3,2,1,High/Medium,Lean (170-185),No,81,55,56,60,38,55,44,55,33,59,42,56,63,59,58,63,80,81,65,66,73,61,39,54,59,57,49,49,60,57,33,48,32,38,41
K. Dankowski,Kamil Dankowski,RB,62,72,21,177,67,111092,RB,30,37,Poland,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,75,52,55,63,57,66,58,49,52,60,49,62,47,49,53,60,76,74,77,55,75,70,44,76,66,38,59,52,62,48,53,58,55,63,59
A. Boniotti,Alberto Boniotti,"RB, RM",62,69,23,179,72,190,RES,37,27,Italy,,,,Right,3,2,1,High/Medium,Lean (170-185),No,71,39,55,60,59,57,63,34,55,54,54,58,41,39,51,58,73,70,73,58,66,45,57,61,59,41,48,57,39,57,38,55,58,61,61
G. Manfrin,Gianni Manfrin,"LB, CB",62,65,24,182,75,192,RES,43,27,Italy,,,,Left,2,2,1,Medium/Medium,Normal (170-185),No,68,22,44,51,63,68,39,13,61,55,16,45,46,20,49,55,69,67,57,59,72,45,76,66,69,21,67,63,22,30,22,59,54,71,70
J. Nadeau,Joshua Nadeau,"RB, CB",62,66,23,184,87,27,RES,2,18,France,,,,Right,3,2,1,Medium/High,Normal (170-185),No,72,34,49,51,62,74,58,28,63,52,34,51,38,34,57,46,68,75,59,55,60,46,81,71,78,30,66,60,37,33,47,46,59,65,63
J. Laursen,Jacob Barrett Laursen,LB,62,70,23,181,76,272,LB,20,13,Denmark,,,,Left,3,2,1,High/Medium,Lean (170-185),No,71,37,56,63,58,69,60,31,48,62,30,62,45,37,55,62,69,72,76,57,67,46,67,76,72,36,55,54,59,48,40,50,61,60,60
D. Hładun,Dominik Hładun,GK,62,67,22,190,77,110749,GK,30,37,Poland,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,,,,,,,12,13,20,19,18,15,17,16,23,16,33,35,32,55,30,20,43,33,38,12,20,22,11,35,21,49,17,11,14
N. Ghandri,Nader Ghandri,"CB, CDM",62,68,23,195,94,230,SUB,18,145,Tunisia,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,46,39,53,46,58,76,40,33,67,64,34,47,39,38,60,48,44,48,40,46,31,46,47,64,84,48,79,58,38,49,41,48,51,63,54
Aarón,Aarón Escandell Banacloche,GK,62,68,22,183,72,110832,RES,25,45,Spain,,,,Right,3,1,1,Medium/Medium,Lean (170-185),No,,,,,,,20,15,24,27,19,19,25,18,31,22,41,34,32,61,56,40,58,45,53,16,22,24,12,28,21,42,30,19,18
M. Hamzi,Mansour Ibrahim Hamzi,"RM, CAM, RB, CM",62,63,26,172,61,112390,SUB,15,183,Saudi Arabia,,,,Right,2,3,1,Medium/Medium,Lean (170-185),No,81,54,53,64,40,50,55,56,47,58,35,62,35,33,52,63,84,78,79,56,70,56,75,52,43,48,61,48,65,53,51,55,22,49,47
J. Morrell,Joseff John Morrell,CM,62,71,21,168,64,1919,RES,38,50,Wales,,,,Right,3,3,1,Medium/Medium,Lean (170-),No,69,53,61,66,48,47,56,48,36,64,38,64,48,59,60,63,71,67,76,50,90,60,61,75,35,60,38,52,55,64,56,59,45,54,43
R. Quiñones,Rodin Jair Quiñónes Rentería,"RW, RB",62,71,23,185,75,101103,SUB,7,56,Colombia,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,76,52,57,63,52,71,57,58,73,68,35,62,40,28,56,61,78,75,76,62,55,51,76,85,79,43,32,33,55,51,57,44,53,54,62
R. Kitto,Ryan Kitto,"LW, RW, CAM",62,66,23,182,75,111393,SUB,7,195,Australia,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,77,55,59,61,33,54,65,65,36,60,38,62,45,42,59,60,80,75,66,52,59,55,57,62,55,39,42,21,60,60,44,57,35,36,43
B. Fisk,Ben Fisk,"LW, LM, RW, ST",62,64,25,178,75,445,LM,10,70,Canada,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,72,58,58,62,27,62,59,61,52,59,44,64,60,52,56,58,71,72,62,60,67,61,73,69,63,52,49,16,62,58,59,50,29,25,25
M. Konradsen,Morten Ågnes Konradsen,CM,62,70,22,176,72,918,SUB,12,36,Norway,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,67,61,61,67,57,56,62,62,56,64,60,66,60,46,62,64,74,61,83,56,72,62,59,58,56,63,54,56,58,56,48,57,57,58,57
B. Gladwin,Benjamin Thomas Gladwin,"CM, CAM, RM",62,64,26,186,86,3,SUB,22,14,England,,,,Right,4,3,1,Medium/Low,Normal (185+),No,67,56,61,65,52,73,62,52,55,65,49,66,41,44,61,64,69,66,62,56,67,67,68,70,78,60,65,53,57,61,47,62,49,55,49
H. Kyprianou,Harry Kyprianou,CB,62,69,21,182,69,1954,SUB,27,11,Cyprus,,,,Left,2,2,1,High/Medium,Lean (170-185),No,70,46,56,58,61,65,57,50,63,59,56,56,49,43,57,59,68,72,64,56,71,47,71,73,69,31,43,58,53,53,55,53,59,63,62
J. Nuttall,Joseph Nuttall,ST,62,74,21,182,72,3,SUB,24,14,England,,,,Right,3,2,1,Medium/Low,Lean (170-185),No,72,62,46,55,35,69,34,68,68,54,54,52,37,33,39,55,77,68,64,56,65,58,64,73,76,56,47,29,56,54,60,49,42,25,19
K. Al Kaabi,Khalid Hussain Al Kabi,"RM, CM, LM",62,63,26,177,69,111674,SUB,77,183,Saudi Arabia,,,,Right,3,3,1,High/Medium,Lean (170-185),No,83,56,55,64,20,50,60,57,41,57,37,63,52,46,49,60,80,85,76,56,82,67,70,70,46,47,30,16,52,54,59,55,17,19,17
M. Al Saiari,Mohammed Al Saiari,ST,62,64,25,182,84,113222,SUB,70,183,Saudi Arabia,,,,Right,3,2,1,Medium/Medium,Stocky (170-185),No,69,55,52,59,36,69,44,60,67,62,44,59,36,39,57,57,69,69,64,57,58,55,80,69,72,47,60,36,62,44,40,54,33,28,35
D. Gardner,Danny Gardner,"CM, RM",62,62,28,182,80,1920,RCM,6,14,England,,,,Right,4,3,1,High/Medium,Normal (170-185),No,76,63,61,66,46,66,64,60,50,62,58,66,61,55,58,65,77,75,71,61,69,68,65,77,66,66,53,42,60,60,62,63,49,47,42
M. Maroši,Marko Maroši,GK,62,66,24,190,80,142,GK,13,43,Slovakia,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,,,,,,,16,16,14,24,16,13,21,14,23,19,40,42,34,61,48,23,54,27,67,15,17,21,17,25,28,38,16,16,12
O. Mfulu,Omenuke Mfulu,"CM, RB",62,68,24,183,76,111273,RES,13,110,Congo DR,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,59,43,57,59,60,66,38,36,57,67,40,55,42,45,61,62,54,63,60,62,70,51,63,74,62,44,65,63,58,60,49,57,53,65,58
B. Sørmo,Bent Langåssve Sørmo,"RB, RM",62,70,21,187,80,113459,RB,22,36,Norway,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,70,44,55,57,60,68,54,41,53,61,42,56,44,35,56,57,70,70,65,57,60,53,60,70,71,40,58,61,50,50,47,43,56,65,62
Fran Serrano,Francisco José Serrano Santos,CB,62,70,23,192,85,110832,RES,31,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,42,33,36,39,60,72,31,27,62,42,32,35,29,34,38,45,50,36,32,54,38,48,81,64,76,28,68,53,34,29,48,53,55,67,64
Yun Sang Ho,윤상호 尹相皓,CM,62,63,26,179,64,110765,SUB,14,167,Korea Republic,,,,Left,3,2,1,High/High,Lean (170-185),No,46,54,60,63,41,61,52,52,43,67,50,61,45,42,64,63,40,51,69,56,76,56,62,78,52,58,63,39,58,62,49,52,43,39,38
A. Al Shamekh,Abdullah Abdulkarim Al Shamekh,LB,62,67,25,176,76,112392,SUB,17,183,Saudi Arabia,,,,Left,3,2,1,Medium/Medium,Lean (170-185),No,78,28,50,60,57,68,63,26,43,55,26,58,68,33,43,60,77,78,72,53,65,26,73,76,69,28,56,57,46,32,36,46,55,62,59
R. Arciero,Rodrigo Sebastián Arciero,"RB, LB",62,67,25,181,77,110404,SUB,4,52,Argentina,,,,Right,4,2,1,Medium/Medium,Normal (170-185),No,64,33,48,57,63,63,57,29,47,50,35,64,42,41,45,46,63,65,55,57,64,34,59,69,61,34,63,64,47,43,42,45,60,67,71
Kim Dae Jung,김대중 金大中,"CB, ST",62,67,25,188,83,110765,RES,15,167,Korea Republic,,,,Right,3,2,1,Medium/High,Normal (185+),No,45,35,42,41,60,72,24,39,68,54,26,40,29,25,49,41,37,52,45,55,36,42,69,60,84,18,57,61,53,40,35,44,56,60,59
S. Ohlsson,Sebastian Jonas Ohlsson,"CDM, CM",62,67,25,186,78,703,LCM,3,46,Sweden,,,,Right,2,2,1,Medium/High,Lean (185+),No,57,53,62,58,55,65,57,45,42,68,54,56,61,48,68,63,60,55,55,53,65,61,54,72,68,62,50,54,51,58,52,60,54,61,53
Eddy Francis,艾迪·弗朗西斯,CB,62,63,27,181,75,110955,LCB,32,155,China PR,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,66,31,58,49,60,70,70,34,55,64,20,42,50,27,66,51,65,66,63,58,67,34,56,87,65,23,65,59,34,41,35,54,56,65,65
G. Mutombo,Gabriel Mutombo Kupa,CB,62,70,22,186,75,112276,LCB,4,18,France,,,,Right,2,2,1,Medium/Medium,Lean (185+),No,49,26,42,35,62,70,31,19,63,54,29,31,30,38,47,37,50,48,30,52,54,37,52,59,78,28,66,54,21,33,37,48,60,68,63
Sun Shilin,孙世林,"CDM, CM, RB",62,62,29,178,72,110955,RDM,37,155,China PR,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,66,47,51,60,60,69,42,34,53,62,35,59,43,36,58,56,65,66,69,55,76,67,61,85,60,62,74,61,52,40,34,45,55,66,60
M. Wdowiak,Mateusz Wdowiak,"LM, RM",62,70,21,174,60,110747,SUB,11,37,Poland,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,77,50,56,67,41,55,56,52,48,60,43,66,38,37,58,62,73,81,84,52,82,56,63,68,47,39,56,41,52,58,49,54,49,35,31
V. Slivka,Vykintas Slivka,CM,62,68,23,190,84,81,LCM,8,30,Lithuania,,,,Right,3,3,1,Medium/Medium,Lean (185+),No,45,51,61,68,48,58,44,46,48,73,47,68,51,51,69,73,43,46,68,50,65,58,53,55,68,56,38,40,40,58,58,56,53,47,47
D. Granli,Daniel Fredrik Granli,"CB, RB, LB",62,69,24,188,78,917,RB,21,36,Norway,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,64,48,57,58,60,66,61,43,56,61,42,56,58,47,54,59,66,62,61,56,60,58,51,71,67,48,61,62,53,49,46,56,57,63,62
